time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1786280680998453000,399.17845288085937,49.37354838196188,0.8298543709969489,7.256824255790268,51.815623850254504,49.7835483783856,278.1353759765625,4.418675012064234,3,46.39048157717395,15.199116174252984
1786280681998501400,400.17850146484375,49.51582630444318,0.7530288701006712,7.257517510181828,51.81565033837084,49.9258263008669,278.0823059082031,3.1587485771792516,3,46.39017644963446,17.843553511746013
1786280682998548500,401.17854858398437,49.62427499610931,0.720385634852718,7.2581067528938465,51.81567724431264,50.03427499253303,277.92669677734375,3.375791176901986,3,46.389869236659635,19.589220089953063
1786280683998592000,402.17859204101563,49.621746874414384,0.5949837130358996,7.258489553826988,51.81570496368503,50.031746870838106,277.92669677734375,3.2993858854843796,3,46.38954802642221,20.993467947957683
1786280684998634200,403.17863427734375,50.22082128934562,0.5698856165748871,7.2573340260964025,51.81573226524345,50.63082128576934,277.92669677734375,2.978446032275437,3,46.3892316577661,21.451200439144845
1786280685998675500,404.17867553710937,51.04520648624748,0.5536541116945525,7.2554946695276605,51.815760662144534,51.4552064826712,278.0396728515625,2.9909464737620355,3,46.38890460829168,22.247583999708382
1786280686998713900,405.1787138671875,52.231653816998005,0.5481949447259705,7.2521324221923775,51.8157772788221,52.641653813421726,278.1064758300781,2.535822576288363,3,46.388563819330784,22.97937251895078
1786280687998750700,406.17875073242186,53.763021987862885,0.5359314506964309,7.250150085645195,51.8158173632205,54.173021984286606,278.0717468261719,2.5079209494530943,3,46.38822257041943,23.503514551422217
1786280688998785500,407.1787856445313,52.66046771392431,0.2363458275794983,1.3668726111851741,51.81585377834251,53.070467710348034,277.8088073730469,2.044976642056662,3,46.387859398991445,24.947479248046875
1786280689998819800,408.17881982421875,55.469689417630434,1.0176773007564637,7.255617339576065,51.81587884458011,55.879689414054155,277.9014587402344,2.5079210141503734,3,46.387519986355834,24.607963448314024
1786280690998852400,409.17885229492185,55.813271899707615,0.5500877893690104,7.255577275780664,51.81591224153151,56.22327189613134,277.9014587402344,2.4236409570545696,3,46.387125066381515,25.886858982671658
1786280691998883600,410.17888354492186,56.375175721012056,0.5092830838067264,7.257004928754721,51.815946097937974,56.78517571743578,277.5359191894531,2.0786178914169553,3,46.38674057423466,26.440259737676744
1786280692998912800,411.1789128417969,55.29320739855857,0.2921808362007141,1.3635283798128066,51.81598989751649,55.70320739498229,277.78717041015625,2.240022538289476,3,46.38632656545655,27.75719451904297
1786280693998942200,412.17894213867186,55.77344957894597,0.33721864223480225,1.3698471585687146,51.816025767219266,56.18344957536969,277.60858154296875,2.421312669830663,3,46.38592555859904,27.75719451904297
